id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
3882,Name_188,55.0,70000.0,,Unknown,,"Street 34, City 33",9491501579,email_996@example.com,18,medium
3883,Name_569,78.0,60000.0,2017-09-27,HR,,"Street 27, City 19",6525039974,email_329@example.com,18,medium
3884,Name_543,34.0,50000.0,2024-02-10,Marketing,6407.0,,,,4,low
3885,Name_596,19.0,60000.0,2015-05-19,Marketing,,"Street 9, City 42",5341464742,email_956@example.com,17,medium
3886,Name_664,25.0,60000.0,2020-01-12,Finance,,"Street 85, City 28",4141982325,email_714@example.com,18,medium
3887,Name_985,53.0,60000.0,2018-07-03,Finance,2674.0,"Street 27, City 7",7421710083,email_1@example.com,17,medium
3888,Name_548,48.0,60000.0,,IT,8741.0,"Street 61, City 41",4879068200,email_998@example.com,18,medium
3889,Name_725,24.0,70000.0,,IT,8309.0,"Street 95, City 5",5774048840,email_793@example.com,17,medium
3890,Name_926,53.0,70000.0,2021-10-31,IT,3155.0,"Street 88, City 40",2963709545,email_230@example.com,18,medium
3891,Name_408,33.0,70000.0,,HR,1774.0,"Street 39, City 23",7511860286,email_811@example.com,18,medium
3892,Name_876,48.0,50000.0,2022-08-03,Finance,8533.0,"Street 36, City 41",7782731218,email_665@example.com,18,low
3893,Name_618,33.0,60000.0,2023-03-31,Finance,,"Street 39, City 19",3147303247,email_191@example.com,18,medium
3894,Name_414,42.0,50000.0,2023-08-27,Marketing,1117.0,"Street 40, City 20",4362290847,email_25@example.com,18,low
3895,Name_342,58.0,50000.0,,Finance,8775.0,"Street 66, City 15",5182798511,email_993@example.com,18,low
3896,Name_220,21.0,70000.0,2016-09-12,Finance,4695.0,"Street 63, City 10",9771058831,email_605@example.com,18,medium
3897,Name_903,46.0,60000.0,2022-04-24,HR,4238.0,"Street 57, City 4",6296103470,email_540@example.com,17,medium
3898,Name_163,73.0,60000.0,2017-06-28,IT,5336.0,,,,4,medium
3899,Name_951,23.0,60000.0,,HR,1478.0,"Street 3, City 43",8754907111,email_118@example.com,17,medium
3900,Name_220,18.0,60000.0,,Unknown,9934.0,"Street 3, City 41",8803506945,email_767@example.com,17,medium
3901,Name_270,56.0,60000.0,2016-11-01,Marketing,7667.0,"Street 94, City 6",6234777539,email_320@example.com,17,medium
3902,Name_632,18.0,70000.0,2023-07-01,Marketing,8585.0,"Street 96, City 49",8799848345,email_429@example.com,18,medium
3903,Name_906,68.0,60000.0,2018-03-19,Marketing,6552.0,"Street 25, City 8",3722852163,email_61@example.com,17,medium
3904,Name_848,57.0,50000.0,2015-08-21,IT,4329.0,"Street 22, City 48",1367889284,email_184@example.com,18,low
3905,Name_400,74.0,70000.0,2019-09-03,IT,2591.0,"Street 99, City 36",9120244310,email_8@example.com,18,medium
3906,Name_182,20.0,60000.0,2024-05-21,IT,3355.0,"Street 32, City 5",8388604121,email_545@example.com,17,medium
3907,Name_991,18.0,50000.0,2020-08-30,Marketing,6915.0,"Street 84, City 24",2832751397,email_397@example.com,18,low
3908,Name_618,48.0,60000.0,2019-02-01,Marketing,3141.0,"Street 39, City 31",3192037166,email_23@example.com,18,medium
3909,Name_729,56.0,60000.0,2016-01-11,Marketing,,"Street 5, City 7",5265136179,email_321@example.com,16,medium
3910,Name_205,38.0,50000.0,2022-08-06,Unknown,1626.0,"Street 10, City 32",1290596056,email_839@example.com,18,low
3911,Name_582,62.0,70000.0,2017-11-27,Unknown,3245.0,"Street 97, City 22",3599007556,email_354@example.com,18,medium
3912,Name_556,47.0,50000.0,,Marketing,,"Street 89, City 25",2197356127,email_355@example.com,18,low
3913,Name_841,49.0,50000.0,2020-06-11,IT,3998.0,"Street 51, City 40",2043281313,email_147@example.com,18,low
3914,Name_813,50.0,70000.0,2022-11-12,IT,,"Street 26, City 39",2122177771,email_939@example.com,18,medium
3915,Name_228,65.0,60000.0,2024-02-06,Unknown,2102.0,"Street 70, City 4",1334190077,email_278@example.com,17,medium
3916,Name_696,39.0,60000.0,2022-01-10,Unknown,9616.0,"Street 86, City 24",5888665068,email_937@example.com,18,medium
3917,Name_619,47.0,60000.0,2019-05-14,Marketing,3067.0,"Street 15, City 43",4055582418,email_880@example.com,18,medium
3918,Name_596,71.0,60000.0,2015-03-28,Marketing,6436.0,"Street 72, City 22",1974639983,email_293@example.com,18,medium
3919,Name_850,63.0,70000.0,2016-12-16,IT,,,,,4,medium
3920,Name_250,21.0,60000.0,2016-12-20,Finance,8458.0,"Street 100, City 30",8694281794,email_334@example.com,19,medium
3921,Name_875,40.0,60000.0,2024-04-04,IT,7660.0,"Street 5, City 7",4760575445,email_59@example.com,16,medium
3922,Name_441,72.0,60000.0,2020-06-07,IT,3940.0,,,,4,medium
3923,Name_533,61.0,60000.0,,Marketing,7914.0,"Street 77, City 48",8299407681,email_611@example.com,18,medium
3924,Name_196,42.0,60000.0,2015-11-02,Finance,7302.0,,,,4,medium
3925,Name_690,29.0,50000.0,2024-03-20,Finance,4935.0,"Street 9, City 8",6986873055,email_114@example.com,16,low
3926,Name_929,34.0,50000.0,2024-11-06,Marketing,7005.0,"Street 17, City 23",6545395419,email_456@example.com,18,low
3927,Name_987,70.0,70000.0,2024-10-06,HR,4107.0,,,,4,medium
3928,Name_519,32.0,60000.0,2020-09-27,Marketing,2108.0,"Street 1, City 2",3903094472,email_839@example.com,16,medium
3929,Name_70,27.0,60000.0,2020-11-28,Unknown,9491.0,"Street 44, City 43",8660390834,email_977@example.com,18,medium
3930,Name_639,52.0,70000.0,2021-04-25,Finance,8270.0,"Street 64, City 5",6791779597,email_861@example.com,17,medium
3931,Name_399,72.0,60000.0,2024-09-08,Marketing,4964.0,"Street 6, City 33",6794442591,email_569@example.com,17,medium
3932,Name_978,69.0,60000.0,2020-04-20,IT,3411.0,"Street 56, City 37",4162740847,email_380@example.com,18,medium
3933,Name_672,69.0,60000.0,2015-12-30,IT,,"Street 29, City 25",5173984259,email_6@example.com,18,medium
3934,Name_760,46.0,60000.0,2017-07-16,IT,2888.0,"Street 100, City 10",1735020952,email_280@example.com,19,medium
3935,Name_203,29.0,60000.0,2015-06-23,Marketing,2863.0,"Street 90, City 43",1956271259,email_954@example.com,18,medium
3936,Name_148,18.0,70000.0,2015-10-05,HR,5514.0,"Street 93, City 11",6089877994,email_438@example.com,18,medium
3937,Name_472,18.0,70000.0,2023-05-09,Unknown,1839.0,"Street 76, City 8",7887412898,email_203@example.com,17,medium
3938,Name_655,27.0,60000.0,2023-11-25,IT,,"Street 3, City 17",7640409452,email_506@example.com,17,medium
3939,Name_944,35.0,60000.0,2016-09-28,Marketing,7885.0,"Street 68, City 33",8681436938,email_922@example.com,18,medium
3940,Name_199,64.0,70000.0,2020-10-20,HR,6523.0,"Street 30, City 27",3236471371,email_377@example.com,18,medium
3941,Name_917,19.0,60000.0,2020-11-30,Finance,,"Street 19, City 23",5794008833,email_840@example.com,18,medium
3942,Name_426,66.0,70000.0,,Finance,6080.0,"Street 98, City 24",7005815164,email_89@example.com,18,medium
3943,Name_666,48.0,50000.0,2017-03-02,Unknown,4929.0,"Street 56, City 43",8077991227,email_798@example.com,18,low
3944,Name_492,39.0,60000.0,2023-05-08,Marketing,5838.0,"Street 82, City 6",2067013798,email_968@example.com,17,medium
3945,Name_888,39.0,50000.0,2023-10-31,Marketing,7389.0,"Street 8, City 34",4544957660,email_325@example.com,17,low
3946,Name_896,43.0,60000.0,2023-04-26,IT,2739.0,,,,4,medium
3947,Name_142,43.0,70000.0,2015-05-21,HR,3096.0,"Street 38, City 8",8476447540,email_280@example.com,17,medium
3948,Name_313,26.0,50000.0,2018-12-29,Unknown,3470.0,"Street 87, City 20",4840976491,email_818@example.com,18,low
3949,Name_165,38.0,70000.0,,HR,6118.0,"Street 75, City 9",8215430215,email_859@example.com,17,medium
3950,Name_314,48.0,50000.0,2023-11-09,Unknown,4234.0,"Street 40, City 11",6461680067,email_77@example.com,18,low
3951,Name_21,69.0,60000.0,2017-02-18,Marketing,5702.0,"Street 51, City 24",7610916358,email_825@example.com,18,medium
3952,Name_82,60.0,60000.0,2023-06-19,Marketing,2903.0,,,,4,medium
3953,Name_581,23.0,50000.0,,Unknown,8425.0,"Street 8, City 17",3667821250,email_731@example.com,17,low
3954,Name_131,73.0,60000.0,2021-12-27,HR,2043.0,"Street 15, City 19",2311371304,email_130@example.com,18,medium
3955,Name_599,31.0,60000.0,2018-09-21,Finance,4672.0,"Street 34, City 38",3611687633,email_101@example.com,18,medium
3956,Name_730,50.0,50000.0,2024-04-12,Finance,5456.0,,,,4,low
3957,Name_933,24.0,50000.0,2018-04-23,IT,1105.0,,,,4,low
3958,Name_984,41.0,60000.0,2019-04-04,IT,6355.0,"Street 94, City 3",3418539880,email_222@example.com,17,medium
3959,Name_305,26.0,60000.0,2024-03-14,HR,1700.0,"Street 33, City 41",8204335509,email_184@example.com,18,medium
3960,Name_915,28.0,60000.0,2022-05-28,Marketing,7098.0,"Street 93, City 17",4934985552,email_734@example.com,18,medium
3961,Name_371,73.0,60000.0,2018-02-06,HR,6401.0,,,,4,medium
3962,Name_857,40.0,70000.0,2019-01-08,Unknown,,"Street 68, City 28",9417364271,email_547@example.com,18,medium
3963,Name_853,65.0,60000.0,2015-04-03,Finance,5317.0,"Street 60, City 40",1791978219,email_953@example.com,18,medium
3964,Name_384,68.0,60000.0,2020-11-11,IT,4425.0,"Street 64, City 17",7886617641,email_772@example.com,18,medium
3965,Name_908,19.0,60000.0,2021-03-05,HR,1364.0,"Street 58, City 2",4812540372,email_715@example.com,17,medium
3966,Name_445,32.0,60000.0,2019-04-22,HR,4179.0,"Street 12, City 33",6141397920,email_939@example.com,18,medium
3967,Name_425,52.0,60000.0,2024-01-19,Unknown,2806.0,"Street 61, City 43",4324830255,email_882@example.com,18,medium
3968,Name_161,53.0,60000.0,2020-12-18,Marketing,7906.0,"Street 15, City 44",7107833723,email_786@example.com,18,medium
3969,Name_178,69.0,50000.0,2024-05-14,Marketing,2431.0,,,,4,low
3970,Name_629,71.0,70000.0,2025-01-15,Finance,1099.0,,,,4,medium
3971,Name_708,48.0,60000.0,,IT,3968.0,"Street 30, City 5",5702182693,email_276@example.com,17,medium
3972,Name_895,56.0,70000.0,2021-04-24,Marketing,6578.0,"Street 12, City 12",5544786206,email_243@example.com,18,medium
3973,Name_490,61.0,60000.0,2015-08-19,Marketing,,"Street 17, City 40",5228753576,email_153@example.com,18,medium
3974,Name_327,21.0,60000.0,2022-09-29,Marketing,1702.0,"Street 60, City 14",1445062351,email_51@example.com,18,medium
3975,Name_598,27.0,50000.0,,HR,6331.0,,,,4,low
3976,Name_289,23.0,70000.0,2018-04-17,Marketing,6061.0,"Street 48, City 16",2024378534,email_829@example.com,18,medium
3977,Name_593,74.0,50000.0,2019-04-21,Unknown,3282.0,"Street 99, City 42",9232024585,email_607@example.com,18,low
3978,Name_664,47.0,60000.0,2023-10-15,Finance,8143.0,"Street 83, City 33",2218569729,email_284@example.com,18,medium
3979,Name_573,71.0,70000.0,,Marketing,7565.0,"Street 53, City 3",9926230528,email_363@example.com,17,medium
3980,Name_573,63.0,60000.0,2024-03-10,IT,2031.0,"Street 7, City 42",5480120533,email_284@example.com,17,medium
3981,Name_354,48.0,70000.0,2021-01-28,HR,6950.0,"Street 33, City 1",8731662795,email_915@example.com,17,medium
3982,Name_28,66.0,60000.0,2024-03-21,Unknown,5375.0,"Street 84, City 8",6404615669,email_940@example.com,17,medium
3983,Name_954,60.0,60000.0,2019-05-29,Finance,3025.0,"Street 71, City 10",6331453262,email_246@example.com,18,medium
3984,Name_43,27.0,70000.0,2016-01-03,HR,1179.0,,,,4,medium
3985,Name_681,75.0,70000.0,2024-02-10,Unknown,8350.0,,,,4,medium
3986,Name_423,78.0,60000.0,2021-03-25,HR,4713.0,"Street 46, City 5",2750293101,email_414@example.com,17,medium
3987,Name_598,70.0,50000.0,2019-07-01,Finance,3956.0,"Street 79, City 23",3303489491,email_630@example.com,18,low
3988,Name_177,49.0,70000.0,2024-04-29,Finance,1690.0,"Street 11, City 9",1719744469,email_180@example.com,17,medium
3989,Name_529,59.0,50000.0,2021-06-24,Marketing,9816.0,"Street 27, City 33",8558832521,email_356@example.com,18,low
3990,Name_610,59.0,50000.0,2022-02-14,IT,1054.0,"Street 55, City 3",9415044151,email_310@example.com,17,low
3991,Name_966,20.0,50000.0,2020-09-03,Marketing,4156.0,"Street 47, City 21",1152149719,email_886@example.com,18,low
3992,Name_494,73.0,50000.0,2023-11-08,HR,8371.0,"Street 87, City 4",1775637469,email_420@example.com,17,low
3993,Name_198,43.0,50000.0,2017-02-14,Marketing,5567.0,"Street 70, City 45",5272292893,email_493@example.com,18,low
3994,Name_610,32.0,60000.0,2024-08-20,Finance,4435.0,"Street 34, City 22",2442748509,email_723@example.com,18,medium
3995,Name_577,34.0,50000.0,2021-12-16,Finance,2555.0,"Street 26, City 16",5434471880,email_116@example.com,18,low
3996,Name_842,44.0,60000.0,2019-07-16,Finance,7368.0,"Street 33, City 15",3609880650,email_393@example.com,18,medium
3997,Name_853,35.0,70000.0,2019-02-13,Marketing,9582.0,"Street 91, City 13",7292664787,email_374@example.com,18,medium
3998,Name_517,68.0,60000.0,2016-01-16,Unknown,1078.0,"Street 68, City 8",9603976046,email_844@example.com,17,medium
3999,Name_514,36.0,60000.0,2017-05-18,Marketing,2307.0,"Street 9, City 10",2567684424,email_578@example.com,17,medium
4000,Name_22,29.0,50000.0,2018-05-19,Marketing,9541.0,"Street 89, City 14",3878047761,email_987@example.com,18,low
4001,Name_112,41.0,60000.0,,Marketing,8106.0,"Street 73, City 13",9989462275,email_91@example.com,18,medium
4002,Name_57,22.0,70000.0,2017-11-10,Marketing,1261.0,"Street 68, City 7",6391234607,email_376@example.com,17,medium
4003,Name_66,41.0,70000.0,2015-10-28,Finance,7719.0,"Street 98, City 50",7159122904,email_455@example.com,18,medium
4004,Name_842,44.0,60000.0,2016-11-03,IT,9591.0,"Street 57, City 40",2008338965,email_991@example.com,18,medium
4005,Name_98,65.0,60000.0,2022-05-30,Marketing,7391.0,,,,4,medium
4006,Name_144,47.0,50000.0,2018-03-05,Marketing,3235.0,"Street 8, City 40",6603757577,email_541@example.com,17,low
4007,Name_880,32.0,60000.0,2018-03-05,IT,2017.0,"Street 48, City 38",2766104796,email_901@example.com,18,medium
4008,Name_435,64.0,50000.0,2015-04-13,Marketing,1523.0,"Street 2, City 26",6013621618,email_969@example.com,17,low
4009,Name_637,76.0,60000.0,,IT,5243.0,"Street 2, City 39",8172593864,email_608@example.com,17,medium
4010,Name_679,55.0,70000.0,2017-11-03,Finance,3254.0,,,,4,medium
4011,Name_86,61.0,60000.0,2021-11-08,Unknown,8171.0,"Street 32, City 18",2348325258,email_231@example.com,18,medium
4012,Name_588,51.0,70000.0,2022-11-06,Marketing,9619.0,"Street 57, City 40",5266525836,email_535@example.com,18,medium
4013,Name_344,44.0,60000.0,2016-04-07,Unknown,6990.0,"Street 63, City 38",5646010218,email_630@example.com,18,medium
4014,Name_936,37.0,50000.0,2019-01-27,Marketing,6742.0,"Street 86, City 11",9139452269,email_418@example.com,18,low
4015,Name_294,58.0,50000.0,,HR,2699.0,"Street 72, City 29",3594164047,email_228@example.com,18,low
4016,Name_956,49.0,60000.0,2019-09-05,HR,9299.0,,,,4,medium
4017,Name_571,21.0,60000.0,2015-08-18,Finance,7870.0,"Street 36, City 2",5465067492,email_828@example.com,17,medium
4018,Name_650,22.0,60000.0,2019-08-04,Unknown,6249.0,"Street 61, City 25",3035966415,email_586@example.com,18,medium
4019,Name_611,70.0,60000.0,,Unknown,7595.0,"Street 76, City 42",4602747470,email_946@example.com,18,medium
4020,Name_704,75.0,60000.0,2020-09-27,IT,7498.0,"Street 84, City 19",7926756531,email_835@example.com,18,medium
4021,Name_243,25.0,50000.0,2023-02-21,IT,9382.0,"Street 48, City 24",4109169195,email_925@example.com,18,low
4022,Name_831,39.0,60000.0,2020-05-15,Marketing,9199.0,"Street 71, City 9",6720842112,email_35@example.com,17,medium
4023,Name_561,59.0,60000.0,2023-05-21,IT,5104.0,"Street 22, City 24",7877260662,email_5@example.com,18,medium
4024,Name_960,24.0,60000.0,2022-08-20,IT,7484.0,"Street 10, City 48",3873746267,email_166@example.com,18,medium
4025,Name_32,39.0,60000.0,2021-02-12,Unknown,3864.0,"Street 50, City 32",2742462382,email_496@example.com,18,medium
4026,Name_391,63.0,50000.0,2019-10-04,HR,,"Street 42, City 1",8392969329,email_167@example.com,17,low
4027,Name_277,47.0,70000.0,,Unknown,9566.0,"Street 47, City 1",6938476667,email_947@example.com,17,medium
4028,Name_532,79.0,50000.0,,IT,,"Street 49, City 5",3143409919,email_727@example.com,17,low
4029,Name_154,54.0,50000.0,2019-02-03,Marketing,5635.0,,,,4,low
4030,Name_383,33.0,60000.0,2016-06-03,HR,,,,,4,medium
4031,Name_68,32.0,50000.0,2016-07-23,IT,7752.0,,,,4,low
4032,Name_878,22.0,50000.0,2023-04-15,IT,6391.0,"Street 50, City 26",6897438513,email_180@example.com,18,low
4033,Name_884,20.0,60000.0,2024-08-27,Marketing,7731.0,"Street 96, City 33",9492008288,email_415@example.com,18,medium
4034,Name_214,40.0,60000.0,2023-02-06,Marketing,6096.0,"Street 77, City 14",6277991612,email_18@example.com,18,medium
4035,Name_655,78.0,60000.0,2022-11-21,IT,2844.0,"Street 50, City 50",2803242425,email_695@example.com,18,medium
4036,Name_376,27.0,60000.0,2023-11-17,IT,4635.0,"Street 34, City 4",7809033508,email_163@example.com,17,medium
4037,Name_744,22.0,60000.0,2022-10-28,Unknown,4001.0,"Street 38, City 32",4103954216,email_557@example.com,18,medium
4038,Name_213,40.0,60000.0,2019-10-18,Finance,5211.0,"Street 23, City 7",8994672310,email_936@example.com,17,medium
4039,Name_79,32.0,70000.0,2017-02-17,Marketing,1527.0,,,,4,medium
4040,Name_726,35.0,50000.0,2025-01-18,Marketing,6074.0,"Street 53, City 41",4466889337,email_753@example.com,18,low
4041,Name_628,48.0,60000.0,2017-01-02,Unknown,7240.0,"Street 69, City 41",8306732258,email_525@example.com,18,medium
4042,Name_604,25.0,70000.0,2019-09-09,HR,1777.0,"Street 27, City 17",2219464416,email_140@example.com,18,medium
4043,Name_782,48.0,60000.0,2016-05-11,HR,7341.0,"Street 90, City 23",8164511007,email_330@example.com,18,medium
4044,Name_923,38.0,60000.0,2017-04-11,HR,3593.0,"Street 37, City 30",3174406870,email_301@example.com,18,medium
4045,Name_381,19.0,70000.0,2021-03-20,Marketing,1490.0,"Street 90, City 32",1251062868,email_451@example.com,18,medium
4046,Name_680,39.0,70000.0,2022-01-23,Finance,2292.0,"Street 67, City 21",4264093509,email_506@example.com,18,medium
4047,Name_58,25.0,60000.0,2022-08-15,Finance,5675.0,"Street 84, City 34",4927333022,email_536@example.com,18,medium
4048,Name_796,40.0,50000.0,2016-08-26,Unknown,9903.0,,,,4,low
4049,Name_26,49.0,50000.0,,HR,6962.0,"Street 84, City 44",7627689120,email_761@example.com,18,low
4050,Name_881,25.0,60000.0,,HR,7164.0,"Street 98, City 44",5164861984,email_446@example.com,18,medium
4051,Name_447,21.0,50000.0,,IT,1162.0,,,,4,low
4052,Name_66,47.0,70000.0,2024-02-22,Unknown,6069.0,"Street 1, City 8",1335630872,email_784@example.com,16,medium
4053,Name_921,36.0,60000.0,2023-02-15,Unknown,3420.0,"Street 2, City 42",5424238868,email_740@example.com,17,medium
4054,Name_760,40.0,50000.0,2015-10-09,Marketing,3613.0,"Street 29, City 42",6984031877,email_254@example.com,18,low
4055,Name_254,35.0,70000.0,2015-12-21,Marketing,3083.0,"Street 30, City 26",1986348095,email_951@example.com,18,medium
4056,Name_899,79.0,70000.0,2017-04-14,Unknown,4190.0,"Street 73, City 39",4554104723,email_950@example.com,18,medium
4057,Name_968,70.0,70000.0,2023-04-21,Finance,2764.0,"Street 77, City 41",8822631120,email_962@example.com,18,medium
4058,Name_44,46.0,70000.0,,Unknown,1519.0,"Street 53, City 35",3629357018,email_858@example.com,18,medium
4059,Name_97,40.0,60000.0,2020-09-22,Finance,4861.0,"Street 44, City 2",6494274490,email_648@example.com,17,medium
4060,Name_554,50.0,70000.0,2020-01-27,Marketing,6366.0,"Street 15, City 37",5599269691,email_221@example.com,18,medium
4061,Name_227,69.0,70000.0,2018-04-13,Unknown,8918.0,"Street 12, City 3",6428479135,email_454@example.com,17,medium
4062,Name_774,64.0,60000.0,2019-09-24,Finance,1165.0,"Street 60, City 14",3107689006,email_296@example.com,18,medium
4063,Name_679,35.0,50000.0,2022-10-18,IT,4471.0,"Street 78, City 44",9317091722,email_287@example.com,18,low
4064,Name_436,48.0,60000.0,2017-03-23,IT,7433.0,"Street 56, City 10",8726188437,email_24@example.com,18,medium
4065,Name_791,48.0,60000.0,2019-03-08,Unknown,3807.0,"Street 18, City 17",5966660022,email_139@example.com,18,medium
4066,Name_601,50.0,60000.0,2016-10-18,HR,2591.0,,,,4,medium
4067,Name_379,24.0,50000.0,2021-08-05,Unknown,5531.0,"Street 99, City 18",6320077221,email_926@example.com,18,low
4068,Name_178,68.0,50000.0,2022-12-09,Marketing,1863.0,"Street 30, City 45",8938533911,email_970@example.com,18,low
4069,Name_427,45.0,60000.0,2024-03-24,Marketing,5283.0,"Street 79, City 16",1136946805,email_915@example.com,18,medium
4070,Name_915,18.0,50000.0,2024-12-27,IT,9624.0,"Street 75, City 44",5602514985,email_691@example.com,18,low
4071,Name_709,73.0,60000.0,2022-05-07,Finance,2669.0,"Street 47, City 21",6699633699,email_960@example.com,18,medium
4072,Name_307,56.0,60000.0,2021-12-25,IT,8384.0,"Street 83, City 21",4651393971,email_13@example.com,18,medium
4073,Name_779,51.0,60000.0,2019-03-22,Finance,4932.0,"Street 76, City 26",2478186324,email_597@example.com,18,medium
4074,Name_504,56.0,70000.0,2021-08-19,Unknown,6632.0,"Street 6, City 35",9313820445,email_142@example.com,17,medium
4075,Name_268,36.0,60000.0,2022-01-13,HR,8865.0,"Street 23, City 41",6715038032,email_951@example.com,18,medium
4076,Name_586,48.0,70000.0,2016-07-21,Marketing,,"Street 54, City 34",5342281533,email_497@example.com,18,medium
4077,Name_8,30.0,60000.0,2023-03-31,Unknown,3724.0,"Street 70, City 44",3743264969,email_127@example.com,18,medium
4078,Name_920,74.0,60000.0,,IT,8531.0,"Street 20, City 45",8477100916,email_378@example.com,18,medium
4079,Name_508,41.0,60000.0,,Unknown,8263.0,,,,4,medium
4080,Name_476,22.0,50000.0,2023-04-29,HR,8079.0,"Street 66, City 30",1435004063,email_858@example.com,18,low
4081,Name_297,40.0,60000.0,2018-02-02,Finance,9692.0,"Street 61, City 19",5735785559,email_188@example.com,18,medium
4082,Name_164,36.0,60000.0,2020-11-17,HR,7169.0,"Street 98, City 31",4056836117,email_334@example.com,18,medium
4083,Name_485,18.0,70000.0,2022-08-29,IT,3187.0,,,,4,medium
4084,Name_597,48.0,60000.0,2016-03-07,HR,6592.0,"Street 88, City 37",6977532329,email_798@example.com,18,medium
4085,Name_72,76.0,60000.0,2017-07-06,Marketing,1801.0,"Street 42, City 39",4504238170,email_723@example.com,18,medium
4086,Name_567,48.0,50000.0,,HR,1034.0,"Street 78, City 45",2796057802,email_185@example.com,18,low
4087,Name_905,73.0,70000.0,2021-10-06,Unknown,4461.0,"Street 70, City 48",7853060491,email_605@example.com,18,medium
4088,Name_559,50.0,70000.0,2016-03-13,Finance,4000.0,"Street 75, City 40",2094608894,email_212@example.com,18,medium
4089,Name_911,48.0,70000.0,2020-08-24,Marketing,4820.0,"Street 3, City 26",1023343536,email_67@example.com,17,medium
4090,Name_944,76.0,60000.0,2021-08-08,Marketing,5426.0,"Street 63, City 15",7529921069,email_996@example.com,18,medium
4091,Name_238,45.0,60000.0,2016-06-17,Marketing,5165.0,"Street 90, City 32",1720772364,email_664@example.com,18,medium
4092,Name_104,54.0,50000.0,2023-04-14,IT,3760.0,"Street 48, City 11",6584596734,email_397@example.com,18,low
4093,Name_210,58.0,60000.0,2016-12-30,IT,7569.0,"Street 14, City 22",7884320489,email_747@example.com,18,medium
4094,Name_554,29.0,60000.0,2017-03-17,Unknown,8894.0,,,,4,medium
4095,Name_828,26.0,70000.0,2020-04-14,Finance,3903.0,"Street 41, City 46",9238994124,email_301@example.com,18,medium
4096,Name_468,67.0,60000.0,2016-04-19,HR,4913.0,"Street 54, City 1",6619028623,email_340@example.com,17,medium
4097,Name_454,72.0,60000.0,2024-04-11,Unknown,4646.0,"Street 59, City 5",1469498094,email_478@example.com,17,medium
4098,Name_268,28.0,60000.0,2019-01-23,IT,3529.0,"Street 98, City 31",2714661706,email_669@example.com,18,medium
4099,Name_386,50.0,50000.0,2025-01-14,Unknown,6725.0,"Street 44, City 41",6722771681,email_245@example.com,18,low
4100,Name_775,36.0,60000.0,2020-04-26,Finance,6035.0,"Street 90, City 34",9483839775,email_137@example.com,18,medium
4101,Name_848,71.0,60000.0,2022-12-04,Unknown,9514.0,"Street 24, City 42",2046855206,email_522@example.com,18,medium
4102,Name_387,74.0,60000.0,2022-03-18,Marketing,3939.0,"Street 8, City 16",9158130181,email_813@example.com,17,medium
4103,Name_877,59.0,50000.0,2019-01-05,HR,3332.0,"Street 63, City 45",5110916141,email_116@example.com,18,low
4104,Name_259,51.0,60000.0,2021-11-25,IT,1872.0,"Street 95, City 14",1323472756,email_815@example.com,18,medium
4105,Name_283,24.0,60000.0,2020-09-28,IT,1140.0,"Street 10, City 34",6672368139,email_551@example.com,18,medium
4106,Name_626,48.0,60000.0,2022-12-22,Finance,6644.0,"Street 49, City 5",5638134792,email_744@example.com,17,medium
4107,Name_875,69.0,50000.0,,Finance,7407.0,,,,4,low
4108,Name_40,19.0,70000.0,2020-08-31,Finance,4072.0,"Street 7, City 38",1380021421,email_623@example.com,17,medium
4109,Name_486,36.0,50000.0,2015-11-26,IT,5359.0,"Street 57, City 10",1333808127,email_717@example.com,18,low
4110,Name_929,55.0,60000.0,2021-01-19,Marketing,8549.0,"Street 72, City 12",7460054299,email_332@example.com,18,medium
4111,Name_220,49.0,60000.0,2019-06-27,HR,2602.0,"Street 89, City 47",7695080632,email_511@example.com,18,medium
4112,Name_129,27.0,50000.0,2019-09-23,Finance,7063.0,,,,4,low
4113,Name_520,58.0,50000.0,2016-02-22,IT,,"Street 13, City 50",1700083450,email_136@example.com,18,low
4114,Name_613,25.0,50000.0,2017-04-18,Marketing,3724.0,"Street 34, City 34",4185712248,email_681@example.com,18,low
4115,Name_928,43.0,50000.0,2015-06-05,Finance,1638.0,"Street 78, City 39",3984697193,email_791@example.com,18,low
4116,Name_892,47.0,60000.0,2024-05-08,Finance,9533.0,"Street 51, City 2",7975249272,email_866@example.com,17,medium
4117,Name_688,28.0,60000.0,2018-03-22,HR,2978.0,"Street 76, City 35",6406566075,email_72@example.com,18,medium
4118,Name_619,58.0,60000.0,,HR,7700.0,"Street 34, City 17",7135626998,email_363@example.com,18,medium
4119,Name_613,37.0,60000.0,2017-02-01,Unknown,8397.0,"Street 51, City 27",5727507522,email_688@example.com,18,medium
4120,Name_260,77.0,50000.0,2021-04-02,Finance,4204.0,"Street 2, City 21",8180611315,email_768@example.com,17,low
4121,Name_990,37.0,60000.0,2019-06-02,Unknown,1718.0,"Street 77, City 30",1450024753,email_666@example.com,18,medium
4122,Name_966,26.0,60000.0,2019-09-18,IT,1794.0,"Street 76, City 43",8561109605,email_801@example.com,18,medium
4123,Name_366,25.0,70000.0,2015-08-11,HR,2236.0,"Street 12, City 31",9655362666,email_65@example.com,18,medium
4124,Name_758,77.0,60000.0,2020-06-02,Marketing,1603.0,"Street 52, City 25",2252431468,email_697@example.com,18,medium
